id,host_name,host_since,latitude,longitude,room_type,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,has_availability,availability_30,availability_60,availability_90,availability_365,x,y
15648,Kelly,4/9/2009,19.45943893,-155.8824441,Entire home/apt,1,1,1,90,$795.00 ,"$1,950.00 ",$250.00 ,$95.00 ,2,$45.00 ,t,0,0,0,236,197365.3998,2154202.154
39898,Kelly,4/9/2009,19.46130796,-155.8811162,Entire home/apt,1,1,1,95,$650.00 ,"$1,750.00 ",$150.00 ,$95.00 ,2,$45.00 ,t,2,2,2,277,197508.3823,2154406.833
202338,Ira,8/18/2011,19.43501813,-155.2235815,Entire home/apt,1,1,1,129,$876.00 ,,,,2,$20.00 ,t,15,27,48,315,266537.2267,2150470.289
205804,Kelly,4/9/2009,19.45906067,-155.8817808,Entire home/apt,1,1,1,90,$686.00 ,"$1,500.00 ",$750.00 ,$95.00 ,1,$10.00 ,t,0,1,1,250,197434.3846,2154159.088
250414,Charles And Corrina,10/19/2011,19.51778584,-155.9208753,Private room,1.5,1,1,80,$800.00 ,"$3,000.00 ",$0.00 ,$60.00 ,2,$10.00 ,t,23,53,82,351,193437.7107,2160733.206
354577,Caryl,2/23/2012,19.72313409,-155.9951044,Entire home/apt,1,1,1,83,$665.00 ,"$2,375.00 ",$150.00 ,$45.00 ,2,$10.00 ,t,1,5,5,279,186041.1182,2183614.9
461449,Rick,5/4/2012,19.30380648,-155.8680837,Entire home/apt,1,1,1,75,$475.00 ,"$1,800.00 ",$200.00 ,$75.00 ,1,$0.00 ,t,13,16,24,292,198587.5195,2136938.858
766925,Beth,11/2/2012,19.56298622,-155.9616492,Entire home/apt,1,1,2,125,$750.00 ,"$2,100.00 ",$200.00 ,$135.00 ,2,$10.00 ,t,13,13,17,257,189241.9408,2165813.562
1244222,Akiko,6/7/2013,19.88913494,-155.1257209,Entire home/apt,1.5,3,4,150,$875.00 ,"$1,850.00 ",,,2,$15.00 ,t,20,44,74,349,277443.7128,2200618.033
1431835,Andy,7/22/2013,20.11889085,-155.5771057,Private room,1,1,1,199,"$1,194.00 ","$4,776.00 ",,$75.00 ,2,$15.00 ,t,8,18,31,279,230554.4143,2226723.191
1488260,Andy,7/22/2013,20.11914788,-155.576233,Entire home/apt,1,0,1,249,"$1,494.00 ","$5,976.00 ",,$75.00 ,2,$15.00 ,t,7,13,25,293,230646.146,2226750.244
1489040,Andy,7/22/2013,20.117722,-155.5783179,Entire home/apt,1,2,2,249,"$1,494.00 ","$5,976.00 ",,$75.00 ,4,$15.00 ,t,6,11,28,290,230425.6037,2226595.708
1795616,Charles And Corrina,10/19/2011,19.5172184,-155.920517,Private room,1,1,1,95,$675.00 ,"$2,600.00 ",,$60.00 ,2,$10.00 ,t,22,52,82,357,193474.2705,2160669.711
1913262,Yoshieh & Guy,11/10/2013,19.52312513,-154.8555694,Entire home/apt,1,1,1,60,$420.00 ,,$0.00 ,$0.00 ,1,$10.00 ,t,22,52,82,350,305293.3085,2159765.647
2136529,Kat And Joe,5/29/2012,19.27471683,-155.8716991,Entire home/apt,1,1,1,85,$500.00 ,,,$100.00 ,2,$35.00 ,t,0,1,31,306,198153.9288,2133723.168
2263501,A.T. And E.M.,1/23/2014,19.52771551,-154.9201987,Entire home/apt,1,2,3,120,$700.00 ,"$2,200.00 ",$250.00 ,$100.00 ,2,$20.00 ,t,0,0,29,292,298515.4355,2160348.539
2361818,Tino,2/8/2014,19.13900325,-155.7317152,Entire home/apt,1,0,1,85,,,$150.00 ,$25.00 ,1,$0.00 ,t,30,60,90,365,212640.801,2118455.11
2817747,Tim,4/17/2014,19.20757677,-155.899772,Entire home/apt,2,2,4,99,$550.00 ,"$1,950.00 ",$300.00 ,$120.00 ,2,$20.00 ,t,0,8,28,281,195077.0552,2126335.703
2867317,Marylove,5/31/2013,19.40849075,-154.9249543,Entire home/apt,1,1,2,125,,,$200.00 ,$100.00 ,3,$0.00 ,t,12,27,57,332,297868.446,2147155.677
2874566,Sam And Connie,4/24/2014,19.58413666,-155.9675946,Entire home/apt,1,0,2,150,,,,$125.00 ,1,$0.00 ,t,7,14,17,269,188658.3602,2168167.237
2941675,Akiko,6/7/2013,19.88612912,-155.1238392,Private room,1.5,1,1,75,,,,,1,$0.00 ,t,0,0,0,249,277636.5923,2200282.749
2942033,Akiko,6/7/2013,19.88647619,-155.1235277,Private room,2,1,1,75,$472.00 ,$925.00 ,,,1,$0.00 ,t,30,59,88,363,277669.7022,2200320.764
3060692,Tino,2/8/2014,19.13832196,-155.7339542,Entire home/apt,1,0,1,59,,,$150.00 ,$29.00 ,1,$0.00 ,t,24,54,84,359,212403.9498,2118383.346
3186295,Ron,5/29/2014,19.09191325,-155.7745995,Entire home/apt,1,1,1,109,$525.00 ,,$100.00 ,$40.00 ,2,$0.00 ,t,16,34,52,327,208044.1058,2113310.975
3219728,Debbie,1/9/2014,20.01983866,-155.8075361,Entire home/apt,1,3,3,129,,,$250.00 ,$125.00 ,6,$0.00 ,t,8,28,51,77,206263.2447,2216141.783
3364375,Eric,6/19/2014,19.1042514,-155.7413189,Entire home/apt,1,2,3,98,$686.00 ,"$2,200.00 ",$250.00 ,$75.00 ,4,$20.00 ,t,0,9,16,281,211569.5764,2114622.203
3706098,Sandra,7/26/2014,19.09767645,-155.802954,Entire home/apt,2,2,3,107,$600.00 ,,$0.00 ,$25.00 ,2,$15.00 ,t,0,0,0,249,205068.8656,2113996.839
3753370,Debbie,1/9/2014,20.0228821,-155.8082681,Entire home/apt,1,2,2,99,,,$0.00 ,$89.00 ,1,$0.00 ,t,0,0,0,0,206192.2737,2216480.17
4394873,Christie,2/4/2013,20.23251847,-155.8705799,Entire home/apt,1,0,1,289,"$1,969.00 ","$7,500.00 ",$250.00 ,$150.00 ,1,$0.00 ,t,12,30,55,330,200069.5866,2239812.034
4706424,Linda And Tim,11/29/2014,19.11242482,-155.7881559,Entire home/apt,1,0,3,95,$420.00 ,,,$25.00 ,2,$10.00 ,t,16,17,32,307,206652.9569,2115605.369
4874976,Sally,12/21/2014,19.53515443,-155.9295021,Entire home/apt,2,3,5,250,"$1,350.00 ","$4,095.00 ",$250.00 ,$300.00 ,6,$20.00 ,t,9,14,20,272,192564.5705,2162672.547
5226508,Caryl,2/23/2012,19.72431776,-155.9938743,Entire home/apt,1,1,1,115,$720.00 ,"$2,541.00 ",$150.00 ,$55.00 ,2,$15.00 ,t,0,0,0,168,186172.4679,2183743.742
5259604,Minh,2/4/2015,19.31406378,-155.8832277,Entire home/apt,2,3,4,120,,,$400.00 ,$130.00 ,2,$20.00 ,t,0,4,4,245,197013.8732,2138101.42
5337724,Geri,2/12/2015,19.05110391,-155.7782846,Entire home/apt,1,1,2,63,$342.00 ,"$1,250.00 ",$0.00 ,$125.00 ,2,$25.00 ,t,19,47,47,225,207584.4348,2108797.425
5455289,Akiko,6/7/2013,19.88605997,-155.1225132,Private room,2,1,2,75,,,,,1,$0.00 ,t,30,60,90,365,277775.3756,2200273.341
5707210,Sofia,9/24/2011,19.47252488,-154.9071043,Entire home/apt,1,2,2,75,$600.00 ,"$2,000.00 ",$200.00 ,$65.00 ,2,$10.00 ,t,0,0,0,264,299821.9063,2154223.487
6324036,A.T. And E.M.,1/23/2014,19.49501387,-154.92046,Entire home/apt,1,2,2,80,$560.00 ,"$1,700.00 ",$250.00 ,$150.00 ,2,$20.00 ,t,20,46,76,351,298447.4667,2156728.69
6517862,Diana,5/24/2015,20.102987,-155.5296633,Private room,1,1,1,55,$330.00 ,,$0.00 ,$0.00 ,1,$10.00 ,t,0,0,0,64,235490.4324,2224885.804
6677940,Lynn,6/3/2015,19.0914626,-155.7832416,Private room,1,1,1,110,,,$100.00 ,$10.00 ,2,$0.00 ,t,28,58,88,268,207133.3859,2113275.511
6886793,Sean & Zorro,7/23/2014,19.35209999,-154.9903911,Entire home/apt,1,1,2,79,$285.00 ,$900.00 ,,$25.00 ,2,$20.00 ,t,9,22,39,303,290923.0696,2140991.02
6994949,Tino,2/8/2014,19.13721799,-155.7311425,Private room,1,1,1,35,,,$150.00 ,$28.00 ,1,$15.00 ,t,24,54,84,359,212697.9893,2118256.452
7010782,Sandra,7/26/2014,19.0885188,-155.7757577,Entire home/apt,1,1,1,100,$656.00 ,,$0.00 ,$25.00 ,2,$10.00 ,t,26,54,84,352,207916.1979,2112936.967
7026927,Sandra,7/26/2014,19.08761127,-155.7765689,Entire home/apt,1,0,1,99,$574.00 ,,,$25.00 ,1,$0.00 ,t,25,54,84,359,207829.191,2112837.811
7134048,Trisha,7/2/2015,19.91876114,-155.8886094,Entire home/apt,2,2,2,375,,,$500.00 ,$250.00 ,3,$10.00 ,t,24,51,56,328,197582.5962,2205090.162
7260804,Charlotte,7/9/2015,19.93633609,-155.7928756,Entire home/apt,2,2,3,155,,"$2,800.00 ",$150.00 ,$150.00 ,2,$25.00 ,t,6,6,8,65,207643.8735,2206867.234
8195450,Sandra,7/26/2014,19.08678958,-155.7773257,Entire home/apt,1,1,2,100,$425.00 ,,$0.00 ,$25.00 ,2,$10.00 ,t,24,54,84,359,207748.0619,2112748.072
8409636,H.V.R.,8/18/2015,19.94960323,-155.8576711,Entire home/apt,3,3,3,326,,,$500.00 ,$240.00 ,1,$0.00 ,t,0,4,6,215,200881.8515,2208450.987
9096847,H.V.R.,8/18/2015,19.95827214,-155.8562368,Entire home/apt,1,3,3,286,,,$500.00 ,$240.00 ,1,$0.00 ,t,16,24,29,304,201048.428,2209408.647
9171248,H.V.R.,8/18/2015,19.59884093,-155.9734008,Entire home/apt,4,3,3,2860,,,"$5,000.00 ",$901.00 ,1,$0.00 ,t,16,46,76,316,188077.1522,2169806.651
9171482,H.V.R.,8/18/2015,20.0642576,-155.844041,Entire home/apt,2,3,3,211,,,"$3,000.00 ",$481.00 ,1,$0.00 ,t,30,39,39,242,202525.3058,2221126.454
9417161,Buddy,11/12/2015,19.19695119,-155.869058,Entire home/apt,1,1,1,250,$450.00 ,"$1,450.00 ",,$50.00 ,2,$35.00 ,t,0,24,54,54,198289.5009,2125105.244
10812961,Sandra,7/26/2014,19.08766773,-155.7759566,Entire home/apt,1,0,1,99,,,$0.00 ,$25.00 ,1,$0.00 ,t,30,60,90,365,207893.7607,2112843.042
11702769,Akiko,6/7/2013,19.88624567,-155.1237714,Entire home/apt,1,0,1,75,,,,,1,$0.00 ,t,0,0,0,96,277643.8562,2200295.563
11951134,Frank,3/21/2016,19.5939958,-155.9705338,Entire home/apt,2,2,3,270,,,$0.00 ,$95.00 ,1,$0.00 ,t,0,4,5,243,188368.7826,2169264.709
13372754,Wanda,5/24/2016,19.14801387,-155.7603366,Entire home/apt,1.5,3,5,75,,,$100.00 ,$60.00 ,2,$20.00 ,t,21,49,79,354,209643.9569,2119500.421
13801233,Nathan,3/5/2016,19.9231367,-155.8767624,Entire home/apt,2.5,2,2,179,,,$600.00 ,$165.00 ,1,$0.00 ,t,1,10,12,265,198832.0013,2205553.538
15720978,Deborah,5/19/2016,19.6367987,-155.9893544,Entire home/apt,1,1,1,95,,,$0.00 ,$150.00 ,2,$25.00 ,t,7,19,34,294,186476.0892,2174040.599
16081133,Evelyn,11/26/2013,20.22436157,-155.8338668,Entire home/apt,1,0,1,86,,,,$100.00 ,1,$0.00 ,t,9,11,41,310,203892.4758,2238842.386
16664632,"Cheryl, Mike & Elly",9/26/2014,19.04807178,-155.7844819,Entire home/apt,1,1,1,74,,,$100.00 ,$25.00 ,2,$0.00 ,t,14,32,58,329,206926.4291,2108471.961
16832167,Malia,1/18/2017,19.04993418,-155.7653033,Private room,1,1,1,69,,,$0.00 ,$20.00 ,3,$0.00 ,t,26,56,86,86,208949.5222,2108646.272
17749155,Christie,2/4/2013,20.2325632,-155.8719862,Entire home/apt,1.5,2,0,469,,,,$199.00 ,1,$0.00 ,t,9,36,55,323,199922.642,2239819.539
18348889,Gabriele,3/17/2017,19.39361183,-154.9295649,Entire home/apt,2.5,3,3,350,,,"$1,000.00 ",$200.00 ,2,$25.00 ,t,0,0,0,25,297365.7291,2145513.968
18757229,Sean & Zorro,7/23/2014,19.35129496,-154.9798082,Entire home/apt,1,1,2,54,,,,$20.00 ,2,$20.00 ,t,0,0,0,0,292034.0585,2140889.128
19181817,Annette,6/8/2017,19.93359382,-155.7914917,Entire home/apt,1,1,2,70,,,$250.00 ,$80.00 ,2,$10.00 ,t,8,8,14,265,207783.7782,2206561.088
19387507,Christie,2/4/2013,20.23260893,-155.8719826,Entire home/apt,2,2,3,713,,,$400.00 ,$200.00 ,1,$0.00 ,t,5,29,55,330,199923.1063,2239824.598
19469775,Robert,5/16/2017,19.04421684,-155.6357451,Entire home/apt,2,3,3,205,,,$400.00 ,$200.00 ,1,$0.00 ,t,10,18,35,310,222583.9301,2107803.073
19576425,Sherene,6/29/2017,19.12615252,-155.7823439,Entire home/apt,1,1,2,61,,,$0.00 ,$0.00 ,2,$0.00 ,t,8,8,8,8,207289.0306,2117115.999
19847107,Rod And Kat,7/13/2017,19.07859731,-155.7801466,Private room,1,1,1,100,,,$0.00 ,$0.00 ,2,$50.00 ,t,18,44,74,335,207436.6357,2111845.476
20093438,Loleina,1/21/2016,19.61264809,-154.9513191,Entire home/apt,1,1,3,99,,,$0.00 ,$80.00 ,2,$10.00 ,t,11,24,24,244,295356.326,2169787.888
20211398,Adam,8/2/2017,19.67914124,-155.9844748,Entire home/apt,1,2,3,121,,,$250.00 ,$125.00 ,1,$0.00 ,t,6,9,20,295,187070.4887,2178722.019
20559461,Robbrecht,6/22/2016,19.52454487,-154.9917217,Entire home/apt,1,2,2,84,,,$0.00 ,$30.00 ,2,$15.00 ,t,11,31,61,336,291004.1958,2160083.227
20698950,Mark And Carrie,8/29/2017,19.92500144,-155.8756216,Entire home/apt,2.5,2,3,203,,,$300.00 ,$170.00 ,1,$0.00 ,t,5,13,16,257,198955.0448,2205758.043
20747642,Delia,5/28/2011,19.50734805,-154.9159152,Entire home/apt,0,0,1,25,,,$0.00 ,$0.00 ,1,$0.00 ,t,24,54,73,344,298939.8311,2158088.779
20900131,Erik And Justine,9/11/2017,19.60683459,-155.9763881,Entire home/apt,1,1,3,109,,,$0.00 ,$50.00 ,2,$10.00 ,t,1,11,17,287,187778.9977,2170697.589
21008289,Elly,6/16/2014,19.0495469,-155.7846075,Shared room,1,1,1,31,,,$0.00 ,$0.00 ,1,$29.00 ,t,23,48,77,352,206915.7946,2108635.543
21083183,Mattias And Rebecca,7/13/2017,19.58449505,-155.9685128,Entire home/apt,3,2,4,297,,,$200.00 ,$250.00 ,6,$0.00 ,t,7,12,19,216,188562.6511,2168208.612
21121366,Elly,6/16/2014,19.04789279,-155.7833464,Shared room,1,1,1,31,,,$0.00 ,$0.00 ,1,$29.00 ,t,19,49,79,354,207045.7032,2108450.24
21121867,Elly,6/16/2014,19.04828604,-155.7849672,Shared room,1,1,2,31,,,$0.00 ,$0.00 ,1,$29.00 ,t,26,56,86,360,206875.6949,2108496.502
21364783,Patrick,7/29/2011,19.45815715,-154.9346024,Entire home/apt,1,0,1,55,,,$0.00 ,$55.00 ,2,$0.00 ,t,22,22,22,22,296916.8278,2152665.217
21384286,Jill,10/11/2017,19.63575476,-155.9895432,Entire home/apt,1,0,1,150,,,$100.00 ,$50.00 ,1,$0.00 ,t,2,11,33,303,186454.2443,2173925.306
21582124,J P,4/25/2016,19.53416427,-154.9830402,Private room,1,1,1,45,,,$100.00 ,$35.00 ,2,$10.00 ,t,16,46,76,166,291927.7762,2161137.585
21598757,Debbie,1/9/2014,20.02363132,-155.8108332,Private room,1,1,1,59,,,$0.00 ,$49.00 ,2,$0.00 ,t,11,19,39,100,205925.136,2216567.668
21771814,Gabriele,3/17/2017,19.39144921,-154.9315606,Entire home/apt,1,1,1,85,,,$250.00 ,$50.00 ,2,$0.00 ,t,0,0,0,220,297153.4065,2145276.908
21824874,Bob,11/4/2017,19.53497515,-155.9282364,Entire home/apt,1,1,2,85,,,$100.00 ,$60.00 ,2,$15.00 ,t,2,6,17,74,192697.1497,2162650.414
21881244,J P,4/25/2016,19.5344751,-154.9842193,Private room,1,1,1,45,,,$100.00 ,$35.00 ,2,$10.00 ,t,9,36,66,154,291804.4181,2161173.429
22305526,Charles And Corrina,10/19/2011,19.51717171,-155.9191561,Private room,1.5,1,1,85,,,$0.00 ,$60.00 ,2,$10.00 ,t,25,55,84,168,193617.1137,2160662.104
22378574,Angela,7/25/2016,20.02607206,-155.674378,Entire home/apt,1,1,2,130,,,$0.00 ,$75.00 ,1,$0.00 ,t,0,0,7,282,220213.8672,2216603.682
22436104,Adam,8/2/2017,19.64076788,-156.0038668,Entire home/apt,2.5,3,0,350,,,$350.00 ,$250.00 ,1,$0.00 ,t,5,13,16,245,184960.6964,2174507.077
22507313,Buddy,11/12/2015,19.19538808,-155.873934,Entire home/apt,1,1,1,55,,,,,1,$0.00 ,t,4,34,64,154,197773.5432,2124940.577
22585687,H.V.R.,8/18/2015,20.08062497,-155.8477156,Entire home/apt,5,5,5,973,,,"$3,000.00 ",$631.00 ,8,$42.00 ,t,6,16,29,156,202171.666,2222945.964
22638066,Tim,4/17/2014,19.43883309,-155.1938537,Entire home/apt,2,3,6,173,,,$500.00 ,$180.00 ,2,$25.00 ,t,1,8,28,293,269665.0567,2150852.597
22674096,Kat And Joe,5/29/2012,19.27212294,-155.8733462,Entire home/apt,1,2,2,100,,,,$125.00 ,2,$35.00 ,t,12,19,30,298,197975.927,2133438.736
22886734,Adam,8/2/2017,19.64050704,-156.0022049,Entire home/apt,4,5,6,495,,,,,1,$0.00 ,t,2,5,13,187,185134.608,2174475.107
24105032,Debbie,1/9/2014,19.13354201,-155.75219,Entire home/apt,1,1,2,55,,,$0.00 ,$55.00 ,2,$10.00 ,t,21,30,49,324,210476.1449,2117884.116
24229796,Sean & Zorro,7/23/2014,19.34971626,-154.9793173,Private room,1,1,1,33,,,,$15.00 ,1,$0.00 ,t,24,44,74,186,292083.6391,2140713.769
24351640,Sean & Zorro,7/23/2014,19.35012806,-154.9795937,Private room,1,1,1,29,,,,$15.00 ,1,$0.00 ,t,0,16,38,94,292055.1178,2140759.689
24653722,Doug,11/2/2015,19.07511724,-155.7697116,Entire home/apt,1.5,2,2,64,,,,,1,$0.00 ,t,9,25,48,48,208529.3272,2111442.646
24873794,Rebecca,1/11/2018,19.06049947,-155.7826073,Entire home/apt,1,2,2,10,,,$0.00 ,$45.00 ,2,$10.00 ,t,20,38,52,108,207145.6983,2109845.218
25224512,Sean & Zorro,7/23/2014,19.5623502,-154.8905287,Entire home/apt,1,1,2,75,,,,$25.00 ,2,$20.00 ,t,5,21,46,93,301671.9092,2164148.021
26017115,"Dianna And Asher, Gail And Trystan",9/6/2012,19.49792531,-155.1067457,Private room,1,2,2,49,,,,$15.00 ,1,$0.00 ,t,29,59,89,179,278894.1233,2157280.495
26638817,Danny,11/27/2014,19.20586838,-155.5853398,Entire home/apt,1,1,2,29,,,,$5.00 ,1,$5.00 ,t,9,28,58,58,228156.8685,2125625.135
27233673,Sean & Zorro,7/23/2014,19.56299311,-154.8915038,Entire home/apt,2,3,4,88,,,,$40.00 ,2,$20.00 ,t,2,11,14,50,301570.3732,2164220.323
27530016,Charles And Corrina,10/19/2011,19.5170284,-155.9192715,Private room,1,1,1,75,,,,$60.00 ,2,$10.00 ,t,15,45,75,343,193604.7231,2160646.437
27704984,Sean & Zorro,7/23/2014,19.56155394,-154.8904168,Entire home/apt,3,4,6,149,,,,$100.00 ,8,$20.00 ,t,1,6,8,42,301682.6773,2164059.744
28111800,Angie,8/28/2018,19.07085561,-155.785222,Entire home/apt,1,2,2,99,,,,,1,$0.00 ,t,14,30,49,319,206888.5709,2110996.556
28963946,Adam,8/2/2017,19.6788495,-155.9833358,Entire home/apt,2,2,2,145,,,$0.00 ,$125.00 ,1,$0.00 ,t,0,0,0,35,187189.4326,2178687.605
29591491,Elly,6/16/2014,19.04821549,-155.784414,Private room,1,1,2,65,,,$0.00 ,$9.00 ,1,$0.00 ,t,29,59,89,179,206933.8328,2108487.764
29888709,Sandra,7/26/2014,19.08768182,-155.7774814,Entire home/apt,2,2,3,144,,,,$25.00 ,2,$0.00 ,t,12,12,12,200,207733.2355,2112847.149
30352715,Annette,5/19/2017,19.11559693,-155.770255,Entire home/apt,1,0,1,85,,,,,1,$0.00 ,t,19,26,41,119,208543.0752,2115926.731
30486192,Hina Ea,12/3/2018,19.15777628,-155.7702327,Entire home/apt,1.5,2,4,89,,,$100.00 ,$99.00 ,4,$10.00 ,t,10,40,70,345,208619.5244,2120598.129
15274026,Janet,9/28/2016,19.60657679,-155.9769133,Entire home/apt,2,2,3,120,,,$200.00 ,$135.00 ,1,$0.00 ,t,0,0,0,256,187723.3676,2170669.994
6020705,Cathleen,4/12/2015,19.73890273,-155.9792594,Entire home/apt,1,0,1,77,$575.00 ,,,,1,$0.00 ,t,11,19,24,24,187733.9139,2185332.369
23981332,Sandi And Ken,1/30/2013,19.93132758,-155.7876274,Entire home/apt,2,2,2,101,,,$500.00 ,$156.00 ,4,$10.00 ,t,11,11,11,146,208184.3773,2206303.354
11590237,Rose & Steve,12/18/2015,19.08951354,-155.7582711,Entire home/apt,1,2,2,60,,,$250.00 ,$60.00 ,2,$10.00 ,t,0,0,5,92,209759.1198,2113018.034
22304318,Shayne,2/20/2017,19.04382748,-155.6414567,Entire home/apt,2,3,4,154,,,$500.00 ,$175.00 ,1,$0.00 ,t,0,2,2,238,221981.7894,2107768.999
6814067,Sharyl,9/25/2014,19.31348809,-155.8871835,Entire home/apt,2,3,4,150,,,$200.00 ,$175.00 ,1,$0.00 ,t,8,13,17,277,196596.8347,2138044.59
7145452,Mary,7/28/2013,19.54621246,-155.9290374,Entire home/apt,2,2,2,70,$450.00 ,"$1,600.00 ",$400.00 ,$150.00 ,2,$10.00 ,t,5,11,12,203,192634.334,2163896.581
17094906,Mike,12/15/2016,19.56645255,-155.9602021,Entire home/apt,2,2,3,140,,,$300.00 ,$250.00 ,4,$30.00 ,t,8,8,9,260,189400.5359,2166194.896
17429063,Karen,2/24/2017,20.21101945,-155.8368424,Entire home/apt,1,1,2,115,,,"$1,500.00 ",$90.00 ,1,$0.00 ,t,19,26,31,121,203556.0556,2237369.85
21043437,Belinda,9/21/2017,19.15032589,-155.7525546,Entire home/apt,1,2,1,68,,,,,1,$0.00 ,t,30,60,90,365,210467.0717,2119743.543
23081278,Joy,2/3/2018,19.63526641,-155.989768,Entire home/apt,2,1,2,160,,,$500.00 ,$175.00 ,1,$0.00 ,t,1,1,2,44,186429.7009,2173871.624
24833741,Becky,8/15/2015,19.50407276,-154.8265094,Entire home/apt,1,1,1,72,,,,,1,$0.00 ,t,0,0,0,90,308320.9508,2157623.824
26399648,Tiffany,6/26/2018,19.5568964,-155.9601022,Entire home/apt,2,2,3,145,,,$500.00 ,$156.00 ,1,$0.00 ,t,5,16,23,260,189392.698,2165136.18
27403964,Michael,6/10/2016,19.39131339,-154.9318401,Entire home/apt,2,2,3,249,,,$500.00 ,$150.00 ,1,$0.00 ,t,0,0,0,271,297123.8771,2145262.201
5499209,Irene,2/28/2015,19.62910492,-155.9860101,Entire home/apt,3,3,3,225,,,$300.00 ,$225.00 ,1,$0.00 ,t,0,0,0,249,186812.1503,2173182.182
6450109,Sandy,5/18/2015,19.92373958,-155.8780968,Entire home/apt,2,2,2,166,,,$0.00 ,$195.00 ,1,$0.00 ,t,9,13,14,253,198693.3563,2205622.711
9295794,Jeff  Seifert And,11/5/2015,19.94869791,-155.8517327,Entire home/apt,2,2,2,279,,,$500.00 ,$285.00 ,1,$0.00 ,t,1,11,11,267,201502.1284,2208340.126
9662914,Jeff  Seifert And,11/5/2015,19.94906857,-155.8526496,Entire home/apt,3,3,3,409,,,$500.00 ,$315.00 ,1,$0.00 ,t,7,19,29,277,201406.791,2208382.815
9724131,Jeff  Seifert And,11/5/2015,19.94766574,-155.8548792,Entire home/apt,3.5,4,5,539,,,$500.00 ,$429.00 ,1,$0.00 ,t,6,13,22,250,201170.6209,2208231.402
12088770,Donna,3/28/2016,19.31095953,-155.8694647,Entire home/apt,2.5,3,3,175,,,,$250.00 ,2,$15.00 ,t,0,4,34,309,198455.4223,2137733.541
16173561,Christi,11/29/2016,19.55812952,-155.9612047,Entire home/apt,2.5,3,5,215,,,$250.00 ,$300.00 ,1,$0.00 ,t,0,3,4,198,189279.2961,2165274.777
20872321,Tyler,9/9/2017,19.6205487,-155.9859968,Entire home/apt,2,2,4,155,,,$0.00 ,$160.00 ,1,$0.00 ,t,1,3,10,222,186796.9412,2172234.363
20874186,Sandy,5/18/2015,19.9263384,-155.877037,Entire home/apt,2.5,2,3,189,,,,,1,$0.00 ,t,3,5,6,171,198809.3086,2205908.673
22341740,Wesleigh,10/11/2013,19.60265464,-155.9595603,Entire home/apt,3,4,5,350,,,"$1,000.00 ",$350.00 ,1,$0.00 ,t,4,31,38,95,189537.4188,2170203.841
22675045,Peter,1/10/2018,20.00254577,-155.8189744,Entire home/apt,3.5,3,4,1420,,,$750.00 ,$375.00 ,8,$50.00 ,t,8,24,54,308,205033.5009,2214246.508
27739057,Maria,8/14/2018,19.61297266,-155.9612441,Private room,1,0,1,150,,,$100.00 ,$50.00 ,1,$50.00 ,t,22,52,82,357,189380.5036,2171349.84
28359390,Pierre,9/7/2018,19.63717312,-155.9903836,Private room,1,1,1,150,,,,,1,$0.00 ,t,19,49,79,79,186368.7982,2174083.971
11639145,Kathy,3/5/2016,19.64246157,-155.1358394,Entire home/apt,1,1,1,65,,,,$40.00 ,1,$0.00 ,t,18,33,52,100,276039.5065,2173320.555
17686016,Roger & Ginger,3/13/2017,19.20710722,-155.9001633,Entire home/apt,1.5,2,3,86,,,$200.00 ,$150.00 ,2,$0.00 ,t,8,10,10,249,195035.0139,2126284.381
24126703,Mark,1/26/2018,19.53766038,-154.9146355,Entire home/apt,1.5,2,3,89,,,$500.00 ,$100.00 ,1,$0.00 ,t,5,35,65,155,299111.6517,2161442.927
23104607,Nancy,2/4/2018,19.58977855,-155.9683992,Entire home/apt,1,0,2,85,,,$100.00 ,$85.00 ,1,$0.00 ,t,0,0,3,168,188584.7517,2168793.662
24971975,Nancy,2/4/2018,19.5903548,-155.9699869,Entire home/apt,1,1,4,100,,,$100.00 ,$100.00 ,2,$10.00 ,t,1,10,13,103,188419.1798,2168860.393
10577444,Mikael,1/13/2016,19.47887656,-155.900499,Entire home/apt,4,4,10,312,,,$500.00 ,$229.00 ,4,$63.00 ,t,2,11,21,259,195504.8667,2156387.073
11629949,Mikael,1/13/2016,19.47896721,-155.9003056,Entire home/apt,2,2,5,252,,,$500.00 ,$229.00 ,4,$66.00 ,t,7,24,40,285,195525.3531,2156396.77
69935,Kirsten,1/18/2011,19.5185951,-154.994362,Entire home/apt,1,1,2,66,$485.00 ,"$1,370.00 ",$100.00 ,$100.00 ,3,$10.00 ,t,13,17,35,302,290719.3912,2159427.772
6091637,Jacklynn,12/22/2014,19.44204479,-154.9491732,Entire home/apt,1,0,0,85,$420.00 ,"$1,500.00 ",,$50.00 ,2,$10.00 ,t,16,38,66,306,295366.5968,2150898.805
6105638,Jacklynn,12/22/2014,19.44200688,-154.9494587,Entire home/apt,1,1,2,85,$420.00 ,"$1,500.00 ",,$50.00 ,2,$10.00 ,t,21,34,64,320,295336.567,2150894.948
6106370,Jacklynn,12/22/2014,19.44249729,-154.9491896,Entire home/apt,1,2,3,80,$420.00 ,"$1,500.00 ",,$50.00 ,2,$10.00 ,t,7,28,55,292,295365.442,2150948.918
