id,host_name,host_since,latitude,longitude,room_type,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,has_availability,availability_30,availability_60,availability_90,availability_365,x,y
20537080,Evolve Vacation Rental,3/20/2017,19.56917556,-155.9587478,Entire home/apt,2.5,2,2,110,,,$0.00 ,$144.00 ,6,$0.00 ,t,0,0,0,1,189558.4559,2166493.88
20537119,Evolve Vacation Rental,3/20/2017,19.5676203,-155.9623219,Entire home/apt,2,1,1,175,,,$0.00 ,$230.00 ,6,$0.00 ,t,16,18,35,307,189180.2027,2166328.104
20537123,Evolve Vacation Rental,3/20/2017,19.59829072,-154.9709485,Entire home/apt,2,2,3,135,,,$0.00 ,$171.00 ,6,$0.00 ,t,16,46,76,345,293278.7181,2168222.106
20537131,Evolve Vacation Rental,3/20/2017,19.6318753,-155.9889178,Entire home/apt,2,1,1,240,,,$0.00 ,$155.00 ,4,$0.00 ,t,14,19,34,259,186512.3436,2173494.415
20537134,Evolve Vacation Rental,3/20/2017,19.59318794,-154.933195,Entire home/apt,2,3,5,410,,,,$172.00 ,6,$0.00 ,t,27,57,87,362,297233.2516,2167611.924
20537144,Evolve Vacation Rental,3/20/2017,19.7264668,-155.9870871,Entire home/apt,1,1,1,195,,,$0.00 ,$458.00 ,2,$0.00 ,t,0,4,31,306,186888.6187,2183969.247
20537152,Evolve Vacation Rental,3/20/2017,20.23118448,-155.8003508,Entire home/apt,1,3,3,249,,,$0.00 ,$175.00 ,5,$0.00 ,t,4,27,57,72,207409.456,2239538.51
20537160,Evolve Vacation Rental,3/20/2017,19.93137913,-155.7870453,Entire home/apt,3,5,6,349,,,$0.00 ,$431.00 ,11,$0.00 ,t,4,9,24,225,208245.4448,2206308.051
20537171,Evolve Vacation Rental,3/20/2017,19.92287467,-155.8780475,Entire home/apt,2.5,2,2,259,,,$0.00 ,$158.00 ,6,$0.00 ,t,1,10,12,265,198696.8796,2205526.819
20537173,Evolve Vacation Rental,3/20/2017,19.61569097,-154.9484423,Entire home/apt,2,2,2,299,,,$0.00 ,$143.00 ,4,$0.00 ,t,18,39,51,326,295661.9668,2170121.301
20557566,Danielle,8/19/2017,19.4478948,-155.1907241,Entire home/apt,1,1,2,148,,,$0.00 ,$53.00 ,2,$20.00 ,t,4,18,33,301,270006.5379,2151851.691
20589984,Jeff And Suzanne,9/22/2016,19.95189893,-155.8526552,Entire home/apt,3.5,4,5,595,,,$500.00 ,$429.00 ,1,$0.00 ,t,15,24,36,291,201411.5348,2208696.331
20634082,Evolve Vacation Rental,3/20/2017,19.71193119,-155.9782581,Entire home/apt,1,1,1,179,,,$0.00 ,$74.00 ,4,$0.00 ,t,18,33,41,316,187786.4723,2182342.808
20639538,Jeff And Suzanne,9/22/2016,19.95051393,-155.8520381,Entire home/apt,2.5,3,4,449,,,$500.00 ,$315.00 ,1,$0.00 ,t,8,12,19,273,201473.5603,2208541.822
20653408,Evolve Vacation Rental,3/20/2017,19.8445827,-155.1525192,Entire home/apt,3,3,3,375,,,,$172.00 ,6,$0.00 ,t,14,39,66,338,274573.9924,2195720.926
20663481,Chesjoy,8/23/2017,19.51415339,-154.9005519,Private room,1,1,1,22,,,,,1,$0.00 ,t,30,60,90,90,300560.9019,2158824.198
20712075,Melinda,8/21/2017,19.47234119,-155.9023449,Entire home/apt,1,2,5,85,,,$0.00 ,$0.00 ,2,$26.00 ,t,6,12,29,296,195298.7176,2155666.461
20742056,Darin,5/15/2017,19.91847035,-155.8798585,Entire home/apt,2,3,4,250,,,$500.00 ,$200.00 ,1,$0.00 ,t,16,17,17,239,198498.8004,2205042.217
20742222,Evolve Vacation Rental,3/20/2017,19.94763696,-155.8536518,Entire home/apt,2.5,2,3,475,,,,$201.00 ,6,$0.00 ,t,3,9,15,271,201299.1247,2208226.027
20763061,Dennis,8/7/2017,19.72376281,-155.9943317,Entire home/apt,1,1,1,90,,,$200.00 ,$50.00 ,2,$10.00 ,t,15,30,60,150,186123.4026,2183683.115
20786864,Allison,9/5/2016,20.06162268,-155.5046,Entire home/apt,1,1,2,102,,,$200.00 ,$45.00 ,2,$30.00 ,t,8,16,33,274,238043.6188,2220265.402
20800398,JoAnne,7/31/2016,19.94268943,-155.867093,Entire home/apt,2.5,2,2,249,,,$0.00 ,$275.00 ,4,$50.00 ,t,3,10,24,253,199881.9234,2207702.005
20816308,Evolve Vacation Rental,3/20/2017,19.48099068,-155.2679384,Entire home/apt,1,2,3,150,,,,$115.00 ,4,$0.00 ,t,21,51,81,356,261945.2815,2155621.223
20887816,Aaron,5/6/2014,19.69573675,-155.1199823,Entire home/apt,2,3,3,250,,,$100.00 ,$150.00 ,6,$0.00 ,t,7,37,61,331,277776.3408,2179198.136
20901662,Evolve Vacation Rental,3/20/2017,19.48064044,-155.2695833,Entire home/apt,2,3,4,185,,,,$115.00 ,6,$0.00 ,t,22,52,82,357,261772.0409,2155584.726
20935161,Jeff And Suzanne,9/22/2016,19.94733188,-155.8532269,Entire home/apt,2.5,3,4,448,,,$500.00 ,$339.00 ,1,$0.00 ,t,9,13,17,264,201343.0542,2208191.478
20944805,Matt Manuel,11/16/2015,19.62667043,-155.9855037,Entire home/apt,2,2,4,250,,,$0.00 ,$110.00 ,1,$0.00 ,t,18,18,18,18,186860.5771,2172911.576
20946407,Evolve Vacation Rental,3/20/2017,19.72308994,-155.9950455,Entire home/apt,1,2,2,215,,,,$115.00 ,4,$0.00 ,t,4,33,62,337,186047.2104,2183609.901
20983295,Jeff And Suzanne,9/22/2016,19.94782671,-155.8608949,Entire home/apt,3.5,3,4,2900,,,"$1,000.00 ",$515.00 ,1,$0.00 ,t,16,29,29,280,200540.8383,2208259.963
21011349,Hawaii,7/7/2015,19.43939943,-155.1966914,Entire home/apt,1,1,1,102,,,$0.00 ,$115.00 ,2,$0.00 ,t,21,21,21,240,269367.8098,2150919.103
21025701,Evolve Vacation Rental,3/20/2017,19.62077456,-155.984929,Entire home/apt,2,2,2,195,,,$0.00 ,$201.00 ,6,$0.00 ,t,2,2,9,197,186909.4606,2172257.419
21090711,Evolve Vacation Rental,3/20/2017,19.26940469,-155.873421,Entire home/apt,2,2,2,225,,,$0.00 ,$201.00 ,6,$0.00 ,t,2,32,62,337,197963.0719,2133137.791
21094429,Evolve Vacation Rental,3/20/2017,19.69873427,-155.9839224,Entire home/apt,1,2,2,185,,,$0.00 ,$115.00 ,4,$0.00 ,t,6,36,66,341,187166.567,2180891.381
21094433,Evolve Vacation Rental,3/20/2017,19.69708629,-155.9817045,Entire home/apt,1,0,1,165,,,$0.00 ,$115.00 ,4,$0.00 ,t,8,15,40,315,187396.0493,2180704.742
21124912,Evolve Vacation Rental,3/20/2017,19.62352906,-155.9621443,Entire home/apt,1,0,1,165,,,,$69.00 ,2,$0.00 ,t,7,18,48,323,189306.3275,2172520.821
21140297,Hawaii,7/7/2015,19.94968436,-155.1833135,Entire home/apt,3,3,3,201,,,$0.00 ,$172.00 ,2,$12.00 ,t,3,4,7,203,271498.7996,2207399.336
21141281,Stephen,3/29/2017,19.94305599,-155.8556464,Entire home/apt,3.5,3,4,365,,,$500.00 ,$235.00 ,1,$0.00 ,t,14,23,39,278,201081.5758,2207722.168
21152438,My Rental Advisor,3/24/2011,19.63900808,-155.968346,Entire home/apt,3,4,5,585,,,"$1,000.00 ",$486.00 ,1,$0.00 ,t,1,8,10,183,188685.2607,2174246.776
21152990,Jennifer,9/29/2017,19.9430241,-155.8579537,Entire home/apt,3.5,3,4,448,,,$500.00 ,$300.00 ,1,$0.00 ,t,8,9,13,252,200839.8413,2207722.749
21189044,My Rental Advisor,9/5/2017,19.60025817,-155.9733082,Entire home/apt,5.5,5,8,999,,,"$1,000.00 ",$490.00 ,1,$0.00 ,t,14,27,31,216,188089.6084,2169963.472
21189101,My Rental Advisor,9/5/2017,19.59230741,-155.9695232,Entire home/apt,5,5,6,620,,,"$1,000.00 ",$490.00 ,1,$0.00 ,t,1,6,6,195,188471.6227,2169075.839
21189102,My Rental Advisor,9/5/2017,19.59375147,-155.9682476,Entire home/apt,5.5,4,5,645,,,"$1,000.00 ",$490.00 ,10,$50.00 ,t,15,26,49,307,188608.319,2169233.47
21189143,My Rental Advisor,9/5/2017,19.59779453,-155.9738047,Entire home/apt,5.5,5,10,999,,,"$1,000.00 ",$500.00 ,10,$0.00 ,t,11,20,33,211,188032.7318,2169691.479
21189155,My Rental Advisor,9/5/2017,19.59381055,-155.9687748,Entire home/apt,4,6,8,925,,,"$1,000.00 ",$485.00 ,14,$50.00 ,t,14,16,29,239,188553.0869,2169240.977
21189157,My Rental Advisor,9/5/2017,19.9192844,-155.8874735,Entire home/apt,3.5,3,0,675,,,"$1,000.00 ",$380.00 ,6,$25.00 ,t,14,35,50,304,197702.591,2205146.077
21200894,Trudy,10/3/2017,19.64327982,-155.9966288,Entire home/apt,1,2,2,125,,,$500.00 ,$100.00 ,1,$0.00 ,t,5,7,18,247,185725.2395,2174771.951
21259463,Anne Rene,10/8/2017,19.61670438,-154.9462015,Entire home/apt,1.5,0,1,175,,,,,1,$0.00 ,t,2,6,8,278,295898.3155,2170230.808
21295148,Evolve Vacation Rental,3/20/2017,19.67118665,-155.0751483,Entire home/apt,2,3,5,235,,,$0.00 ,$224.00 ,10,$0.00 ,t,21,51,81,304,282444.4357,2176422.099
21334188,Donna And Steve,10/13/2017,19.62999589,-155.9887192,Entire home/apt,3,2,3,247,,,$500.00 ,$165.00 ,1,$0.00 ,t,0,7,15,290,186529.5363,2173285.862
21358032,Jeff And Suzanne,9/22/2016,19.94820933,-155.8543421,Entire home/apt,3.5,4,6,595,,,$500.00 ,$429.00 ,1,$0.00 ,t,11,13,27,277,201227.901,2208290.656
21377580,My Rental Advisor,9/5/2017,19.9195356,-155.8871588,Entire home/apt,6.5,6,8,1350,,,"$1,000.00 ",$755.00 ,12,$25.00 ,t,15,36,51,305,197736.0374,2205173.336
21425908,Evolve Vacation Rental,3/20/2017,19.57145357,-155.9652193,Entire home/apt,1,1,1,240,,,$0.00 ,$149.00 ,2,$0.00 ,t,4,21,37,312,188883.3501,2166757.993
21425909,Evolve Vacation Rental,3/20/2017,19.57155215,-155.9642715,Entire home/apt,2,2,2,265,,,$0.00 ,$172.00 ,4,$0.00 ,t,13,13,14,289,188983.0538,2166767.186
21475581,Teresa And Steve,10/30/2014,19.2038006,-155.9034427,Entire home/apt,2,2,2,100,,,$200.00 ,$75.00 ,2,$25.00 ,t,7,15,28,110,194683.8271,2125923.887
21478872,Fred,10/24/2017,19.9205918,-155.886769,Entire home/apt,2.5,2,4,220,,,$250.00 ,$225.00 ,1,$0.00 ,t,0,4,13,281,197778.8833,2205289.627
21504253,Peter,10/25/2017,19.5581551,-154.9716376,Entire home/apt,3,4,4,199,,,$250.00 ,$150.00 ,8,$15.00 ,t,22,52,82,172,293155.164,2163779.688
21518645,Ivy,8/11/2017,19.59243851,-155.9712493,Entire home/apt,1,0,1,143,,,$400.00 ,$150.00 ,1,$0.00 ,t,14,18,27,278,188290.6662,2169093.514
21527729,My Rental Advisor,3/24/2011,19.71258314,-155.9842448,Entire home/apt,10.5,10,12,2510,,,"$1,000.00 ","$1,228.00 ",1,$0.00 ,t,3,9,15,156,187159.7099,2182426.059
21539027,Evolve Vacation Rental,9/20/2017,19.20404429,-155.8823347,Entire home/apt,1,1,1,140,,,$0.00 ,$129.00 ,4,$0.00 ,t,5,35,65,340,196905.403,2125913.958
21561794,Kimberly,3/19/2017,19.92535658,-155.8821746,Entire home/apt,3,3,4,319,,,$0.00 ,$275.00 ,1,$0.00 ,t,16,24,36,105,198269.2481,2205809.146
21580929,Hawaii,7/7/2015,19.71757079,-155.0787111,Entire home/apt,2,2,2,132,,,$0.00 ,$155.00 ,2,$12.00 ,t,3,3,8,257,282133.6048,2181561.983
21595971,Megan,11/1/2017,19.51436623,-155.9269046,Entire home/apt,1,1,1,100,,,$0.00 ,$0.00 ,1,$0.00 ,t,0,0,0,0,192798.0017,2160365.232
21607425,Michael,10/18/2016,19.62570934,-155.9850494,Entire home/apt,2,2,3,209,,,$0.00 ,$99.00 ,1,$0.00 ,t,4,7,10,278,186906.396,2172804.278
21607750,Michael,10/18/2016,19.62610154,-155.9837281,Entire home/apt,2,2,3,209,,,$0.00 ,$99.00 ,1,$0.00 ,t,6,15,18,293,187045.8418,2172845.295
21616189,Danielle,8/19/2017,19.42987377,-155.2257922,Entire home/apt,2,3,4,182,,,$0.00 ,$105.00 ,4,$20.00 ,t,7,19,32,288,266297.6597,2149903.715
21616443,Danielle,8/19/2017,19.42984389,-155.2274397,Entire home/apt,1,3,4,109,,,$0.00 ,$100.00 ,4,$20.00 ,t,0,0,7,270,266124.5655,2149902.645
21624863,Evolve Vacation Rental,9/20/2017,19.6382348,-155.9939592,Entire home/apt,1,1,1,195,,,$0.00 ,$98.00 ,2,$0.00 ,t,9,14,20,287,185995.5908,2174208.169
21679771,Evolve Vacation Rental,9/20/2017,19.71098665,-155.0774329,Entire home/apt,2,3,3,349,,,$0.00 ,$184.00 ,7,$0.00 ,t,5,35,62,328,282258.6968,2180831.392
21729653,Tracey,11/10/2017,19.58659666,-154.9676037,Entire home/apt,1,0,3,89,,,$0.00 ,$60.00 ,4,$10.00 ,t,0,3,33,33,293614.7284,2166923.457
21766519,Hale,10/7/2017,19.46199027,-154.8997191,Private room,1,1,1,30,,,$100.00 ,$25.00 ,2,$10.00 ,t,0,0,4,4,300584.4213,2153048.704
21769645,Evolve Vacation Rental,9/20/2017,19.93680576,-155.7876659,Entire home/apt,1,1,2,135,,,$0.00 ,$115.00 ,2,$0.00 ,t,8,16,16,288,208190.4176,2206910.186
21801763,Evolve Vacation Rental,9/20/2017,19.63237858,-155.984622,Entire home/apt,1,1,1,120,,,$0.00 ,$201.00 ,2,$0.00 ,t,22,23,24,241,186964.196,2173542.261
21827250,Roger,4/26/2015,19.65948721,-155.9440271,Entire home/apt,1,2,1,120,,,$400.00 ,$100.00 ,1,$0.00 ,t,5,15,15,281,191276.7699,2176470.941
21863900,Evolve Vacation Rental,9/20/2017,19.92522454,-155.8768028,Entire home/apt,2.5,3,4,289,,,$0.00 ,$286.00 ,8,$0.00 ,t,0,3,6,121,198831.7294,2205784.874
21883049,Mara,9/12/2016,19.55816901,-155.0211564,Entire home/apt,1,1,1,55,,,,$30.00 ,1,$0.00 ,t,10,21,40,304,287958.4935,2163841.869
21885638,Ophelia,11/21/2017,19.49495754,-154.9446157,Private room,1,2,2,54,,,$0.00 ,$0.00 ,2,$10.00 ,t,29,59,89,364,295911.4949,2156751.01
21885901,Ophelia,11/21/2017,19.49336539,-154.9465646,Entire home/apt,1,0,1,54,,,$0.00 ,$0.00 ,1,$0.00 ,t,24,54,84,359,295704.8961,2156577.072
21898916,Ophelia,11/21/2017,19.49441326,-154.9493337,Entire home/apt,1,2,2,64,,,$0.00 ,$0.00 ,2,$10.00 ,t,9,36,66,341,295415.5044,2156696.375
21966162,Et,11/27/2017,19.49682575,-154.8254695,Private room,1,1,1,100,,,$300.00 ,$50.00 ,2,$50.00 ,t,30,60,90,365,308421.5747,2156820.434
21998816,Evolve Vacation Rental,9/20/2017,19.64145387,-155.9927771,Entire home/apt,1,1,1,195,,,$0.00 ,$132.00 ,4,$0.00 ,t,3,5,22,271,186125.9227,2174562.575
22011757,Roger,12/27/2015,19.91602912,-155.8798223,Entire home/apt,2,2,4,185,,,$500.00 ,$150.00 ,1,$0.00 ,t,13,19,25,244,198497.9588,2204771.744
22015350,Michael,10/18/2016,19.62658102,-155.9854781,Entire home/apt,2,2,3,209,,,$0.00 ,$99.00 ,1,$0.00 ,t,3,9,12,287,186863.0905,2172901.625
22015596,Jenn,7/15/2015,19.20325905,-155.8983887,Entire home/apt,1,1,2,100,,,$250.00 ,$100.00 ,2,$50.00 ,t,21,42,72,98,195214.6477,2125855.039
22032551,Evolve Vacation Rental,9/20/2017,19.56615813,-155.9591486,Entire home/apt,2,2,2,225,,,,$155.00 ,6,$0.00 ,t,1,3,5,277,189510.5867,2166160.368
22083978,My Rental Advisor,3/24/2011,19.58535953,-155.9689934,Entire home/apt,2,2,2,648,,,"$1,000.00 ",$275.00 ,1,$0.00 ,t,2,3,21,292,188513.8592,2168305.248
22143957,Evolve Vacation Rental,9/20/2017,19.92928953,-155.8763072,Entire home/apt,3,3,4,425,,,$0.00 ,$454.00 ,8,$0.00 ,t,2,5,9,246,198891.3574,2206234.251
22175158,Katie/Hank,8/31/2016,19.5993311,-155.9619151,Entire home/apt,7,6,11,1300,,,"$1,000.00 ",$600.00 ,10,$50.00 ,t,6,6,10,147,189283.8345,2169839.98
22207387,Justin,12/11/2017,19.7034524,-155.0862233,Private room,2,1,1,50,,,$0.00 ,$15.00 ,1,$10.00 ,t,13,14,44,44,281326.7888,2180008.549
22208945,Michael,10/18/2016,19.62596534,-155.9850384,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,2,3,6,273,186908.0472,2172832.616
22209038,Michael,10/18/2016,19.62494113,-155.9834828,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,4,8,11,286,187069.3386,2172716.302
22209121,Michael,10/18/2016,19.62665918,-155.9849315,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,3,3,6,281,186920.6137,2172909.278
22209257,Evolve Vacation Rental,3/20/2017,19.93698329,-155.7908167,Entire home/apt,2,2,2,215,,,,$201.00 ,4,$0.00 ,t,18,25,38,313,207860.7209,2206935.332
22216913,Hale,10/7/2017,19.46356338,-154.8996402,Private room,1,1,2,40,,,$100.00 ,$25.00 ,2,$10.00 ,t,0,0,10,285,300594.6304,2153222.757
22310354,Michael,10/18/2016,19.62505968,-155.9851727,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,6,13,16,285,186892.1938,2172732.54
22310400,Michael,10/18/2016,19.62501795,-155.9856268,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,3,3,6,281,186844.4497,2172728.753
22310425,Michael,10/18/2016,19.62625555,-155.9842418,Entire home/apt,2,2,3,209,,,,$99.00 ,1,$0.00 ,t,3,3,6,281,186992.2221,2172863.299
22343059,Jeff And Suzanne,9/22/2016,20.00765151,-155.8113638,Entire home/apt,3.5,3,5,849,,,$750.00 ,$449.00 ,1,$0.00 ,t,8,24,47,299,205839.8389,2214798.631
22357183,Deborah,12/20/2017,19.62161882,-155.9439603,Entire home/apt,1,1,2,132,,,$100.00 ,$90.00 ,1,$0.00 ,t,8,24,35,304,191211.2715,2172276.159
22358312,Deborah,12/20/2017,19.62118584,-155.9440297,Private room,0.5,1,1,70,,,$100.00 ,$60.00 ,1,$0.00 ,t,5,15,44,312,191203.1589,2172228.324
22363005,Anthony,12/21/2017,19.64317885,-155.9948428,Entire home/apt,1,1,2,98,,,$500.00 ,$100.00 ,2,$25.00 ,t,15,38,68,68,185912.4846,2174757.468
22375729,Patricia,12/21/2017,19.0844777,-155.7894887,Entire home/apt,1,0,3,70,,,$0.00 ,$25.00 ,2,$15.00 ,t,23,53,83,83,206463.2976,2112512.385
22405056,Nicole,10/13/2016,19.46932141,-155.9090173,Entire home/apt,5,5,10,1100,,,"$1,000.00 ",$500.00 ,1,$0.00 ,t,11,27,42,317,194592.0822,2155343.835
22409820,Damion,12/24/2017,19.56777241,-155.0221731,Entire home/apt,1,0,1,62,,,,$25.00 ,1,$0.00 ,t,4,28,58,148,287864.3656,2164906.308
22424446,Kenneth,12/26/2017,19.48215645,-155.899924,Entire home/apt,1,1,1,120,,,,,1,$0.00 ,t,8,16,27,199,195571.408,2156749.348
22447117,Evolve Vacation Rental,9/20/2017,19.44325563,-155.1945736,Entire home/apt,2,3,6,300,,,$0.00 ,$178.00 ,8,$0.00 ,t,18,40,70,345,269595.6901,2151343.211
22486420,Rachel,12/29/2017,19.88904026,-155.1666144,Entire home/apt,1,1,3,100,,,$100.00 ,$60.00 ,2,$10.00 ,t,9,19,20,151,273160.5926,2200662.155
22494013,Evolve Vacation Rental,9/20/2017,19.6244639,-155.9477812,Entire home/apt,1,2,2,120,,,$0.00 ,$115.00 ,4,$0.00 ,t,8,25,43,56,190815.6759,2172598.238
22504845,Julie,12/31/2017,19.58583007,-155.9695544,Entire home/apt,3,3,3,499,,,$0.00 ,$270.00 ,1,$0.00 ,t,13,22,28,245,188455.8682,2168358.394
22505611,Chandroutie,12/31/2017,19.58984574,-155.9695091,Entire home/apt,1,2,2,100,,,$200.00 ,$120.00 ,2,$10.00 ,t,2,7,12,281,188468.36,2168803.131
22508599,Qiao Hong,1/1/2018,19.83547999,-155.1038279,Private room,1,1,1,45,,,$0.00 ,$15.00 ,2,$10.00 ,t,29,59,87,362,279662.4977,2194648.762
22519044,Qiao Hong,1/1/2018,19.83670696,-155.1030221,Private room,1,1,1,45,,,$0.00 ,$15.00 ,2,$10.00 ,t,29,59,87,362,279748.6127,2194783.555
22526329,Evolve Vacation Rental,9/20/2017,19.50303223,-155.9149272,Entire home/apt,2,3,4,205,,,$0.00 ,$401.00 ,7,$0.00 ,t,2,12,12,232,194034.6278,2159088.369
22547346,Robert,6/22/2016,19.73624262,-155.0402713,Entire home/apt,2,3,4,214,,,$0.00 ,$75.00 ,4,$25.00 ,t,18,46,76,344,286188.613,2183580.267
22554747,Marcus & Cynthia,4/27/2014,19.59004556,-154.9404332,Entire home/apt,1,1,1,89,,,$200.00 ,$60.00 ,1,$0.00 ,t,18,18,24,235,296469.8814,2167272.66
22566319,Marti And Ed,10/4/2017,19.97162614,-155.8350554,Entire home/apt,2,2,2,305,,,$250.00 ,$250.00 ,1,$0.00 ,t,0,0,0,218,203291.8194,2210850.153
22576497,Vacasa,1/16/2017,19.55555135,-155.9593103,Entire home/apt,2,2,4,152,,,,$160.00 ,1,$0.00 ,t,4,16,33,298,189473.2726,2164985.75
22584310,Matt Manuel,11/16/2015,19.62453863,-155.9861156,Entire home/apt,2,2,4,250,,,$0.00 ,$150.00 ,1,$0.00 ,t,18,18,18,18,186792.2141,2172676.556
22590499,George,1/6/2018,19.47039467,-155.9171916,Entire home/apt,1,2,4,229,,,$300.00 ,$150.00 ,4,$20.00 ,t,18,48,64,339,193735.3291,2155477.281
22622636,Jon & Noe,1/8/2018,19.68683827,-155.0852441,Entire home/apt,1,2,2,120,,,$150.00 ,$40.00 ,4,$25.00 ,t,18,43,71,155,281406.8903,2178167.884
22648962,Evolve Vacation Rental,9/20/2017,20.11550561,-155.5855283,Entire home/apt,1,2,2,359,,,$0.00 ,$115.00 ,5,$0.00 ,t,8,10,17,231,229667.5198,2226361.946
22768246,George,1/16/2018,19.70087394,-155.984345,Entire home/apt,2,3,4,270,,,$500.00 ,$125.00 ,6,$0.00 ,t,10,10,10,195,187126.3959,2181129.178
22770511,Evolve Vacation Rental,9/20/2017,19.57235306,-155.9662946,Entire home/apt,2,2,3,150,,,,$241.00 ,4,$0.00 ,t,1,1,1,222,188772.1783,2166859.589
22876069,Red Awning,1/19/2018,19.92470812,-155.8771131,Entire home/apt,2.5,3,4,483,,,$500.00 ,$525.00 ,8,$0.00 ,t,12,25,32,300,198798.2437,2205728.228
22876119,Red Awning,1/19/2018,19.92979323,-155.8845517,Entire home/apt,2,2,3,483,,,$500.00 ,$540.00 ,4,$0.00 ,t,16,29,29,280,198028.6702,2206304.857
22876163,Red Awning,1/19/2018,19.92848955,-155.883422,Entire home/apt,3,3,4,696,,,$500.00 ,$591.00 ,6,$0.00 ,t,16,28,34,281,198144.5317,2206158.42
22876213,Red Awning,1/19/2018,19.99989533,-155.8076087,Entire home/apt,2,3,4,653,,,$500.00 ,$556.00 ,6,$0.00 ,t,14,17,26,249,206218.5749,2213932.935
22876246,Red Awning,1/19/2018,19.91815112,-155.8819336,Entire home/apt,2,2,2,406,,,$500.00 ,$400.00 ,4,$0.00 ,t,12,17,24,282,198280.8038,2205010.583
22925342,StacyLynn,1/24/2018,19.91667963,-155.8796355,Entire home/apt,2,2,3,159,,,$250.00 ,$185.00 ,1,$0.00 ,t,4,4,11,266,198518.7631,2204843.463
22925540,Evolve Vacation Rental,9/20/2017,19.59316129,-155.9671156,Entire home/apt,1,1,1,165,,,$0.00 ,$109.00 ,2,$0.00 ,t,8,14,22,281,188726.0209,2169166.029
22970185,Trudy,7/6/2016,19.64334666,-155.9947479,Entire home/apt,1,1,2,95,,,$0.00 ,$85.00 ,2,$10.00 ,t,0,0,0,202,185922.7713,2174775.882
23041636,Nalani,1/31/2018,19.04026098,-155.6428589,Private room,1,1,1,99,,,,,1,$0.00 ,t,30,60,90,270,221828.1741,2107376.263
23109449,Gary,12/7/2017,19.62460313,-155.9870494,Entire home/apt,2,2,4,265,,,$500.00 ,$100.00 ,1,$0.00 ,t,0,0,7,7,186694.3257,2172685.418
23109927,David,2/4/2018,19.11519538,-155.7485609,Entire home/apt,1,0,1,78,,,,$10.00 ,2,$10.00 ,t,6,33,63,148,210826.1904,2115846.212
23112339,George,1/6/2018,19.47046681,-155.9190682,Entire home/apt,1,1,3,147,,,$300.00 ,$125.00 ,4,$25.00 ,t,18,45,61,336,193538.3144,2155488.622
23113943,George,1/6/2018,19.46983826,-155.9188848,Entire home/apt,1,1,4,229,,,$300.00 ,$150.00 ,4,$25.00 ,t,18,48,64,339,193556.3987,2155418.672
23164121,Rhonda,3/24/2016,19.61989002,-155.9848046,Entire home/apt,2,2,2,400,,,,,1,$0.00 ,t,0,0,0,0,186920.8026,2172159.208
23194238,Vacasa,1/16/2017,19.92246202,-155.884551,Entire home/apt,1.5,1,1,201,,,,$85.00 ,1,$0.00 ,t,4,6,18,284,198014.7983,2205492.796
23194263,Vacasa,1/16/2017,19.92684093,-155.8781117,Entire home/apt,2,2,3,222,,,,$145.00 ,1,$0.00 ,t,3,3,7,276,198697.6813,2205966.266
23194304,Vacasa,1/16/2017,19.92636384,-155.8790277,Entire home/apt,2.5,2,4,220,,,,$150.00 ,1,$0.00 ,t,0,2,4,226,198600.8193,2205915.064
23194345,Vacasa,1/16/2017,19.31539261,-155.8780112,Entire home/apt,3.5,3,4,288,,,,$270.00 ,1,$0.00 ,t,5,13,23,297,197564.8635,2138239.474
23194378,Vacasa,1/16/2017,19.92246839,-155.8828937,Entire home/apt,2,2,4,219,,,,$120.00 ,1,$0.00 ,t,1,7,11,156,198188.4273,2205490.521
23194407,Vacasa,1/16/2017,19.92452307,-155.8765413,Entire home/apt,2,2,4,222,,,,$150.00 ,1,$0.00 ,t,5,6,10,211,198857.7928,2205706.705
23194444,Vacasa,1/16/2017,19.91744682,-155.8823943,Entire home/apt,3,3,5,248,,,,$160.00 ,1,$0.00 ,t,4,11,14,222,198231.2019,2204933.398
23194525,Vacasa,1/16/2017,19.92477998,-155.794304,Entire home/apt,2,2,3,165,,,,$120.00 ,1,$0.00 ,t,6,7,7,254,207472.9618,2205589.758
23194569,Vacasa,1/16/2017,19.31315587,-155.8858362,Entire home/apt,2,3,5,268,,,,$135.00 ,1,$0.00 ,t,13,21,44,319,196737.898,2138005.43
23194596,Vacasa,1/16/2017,19.91923693,-155.8801822,Entire home/apt,2,2,4,219,,,,$120.00 ,1,$0.00 ,t,3,6,9,238,198466.3447,2205127.71
23194656,Vacasa,1/16/2017,19.94799521,-155.8532646,Entire home/apt,2.5,2,3,250,,,,$125.00 ,1,$0.00 ,t,18,28,30,30,201340.3548,2208265.019
23194684,Vacasa,1/16/2017,19.92229626,-155.8851941,Entire home/apt,2,2,3,238,,,,$150.00 ,1,$0.00 ,t,2,3,3,253,197947.1125,2205475.592
23194771,Vacasa,1/16/2017,19.31465304,-155.885472,Entire home/apt,2,2,2,188,,,,$110.00 ,1,$0.00 ,t,10,22,45,320,196778.9605,2138170.621
