,user_id,longitude,latitude,date_taken,photo/video_page_url,x,y
82,30206765@N08,139.732972,35.682590000000005,2010-12-11 10:27:48.0,http://www.flickr.com/photos/30206765@N08/5366761340/,385648.36808479734,3948727.7748385575
83,56946277@N00,139.701326,35.658521,2012-09-25 14:23:54.0,http://www.flickr.com/photos/56946277@N00/8024584284/,382749.2692050623,3946095.48749506
84,95795770@N00,139.733917,35.644336,2012-07-22 14:51:20.0,http://www.flickr.com/photos/95795770@N00/7620079764/,385679.21699269547,3944483.626745805
85,73589829@N00,139.763758,35.670036,2012-04-29 15:46:20.0,http://www.flickr.com/photos/73589829@N00/7134218903/,388416.8178589983,3947299.8142354223
86,62929416@N00,139.79425,35.71375,2012-01-22 11:11:08.0,http://www.flickr.com/photos/62929416@N00/6899892784/,391236.14251250797,3952114.15975225
87,20241671@N00,139.79536000000002,35.713764000000005,2007-11-02 22:05:10.0,http://www.flickr.com/photos/20241671@N00/1839517575/,391336.57115535665,3952114.4796193647
88,37147940@N00,139.762573,35.686302000000005,2008-05-04 17:42:33.0,http://www.flickr.com/photos/37147940@N00/2484131462/,388332.2924622868,3949105.3494200655
89,95157838@N00,139.774444,35.626927,2011-10-08 16:43:10.0,http://www.flickr.com/photos/95157838@N00/6904988588/,389324.3821625295,3942506.1817660215
90,58776404@N00,139.796401,35.711134,2006-09-20 11:18:07.0,http://www.flickr.com/photos/58776404@N00/248227822/,391427.1617879607,3951821.610716236
91,27985477@N06,139.762144,35.660783,2008-07-07 18:07:00.0,http://www.flickr.com/photos/27985477@N06/2680085552/,388257.8074720817,3946275.335375525
92,95795770@N00,139.73355800000002,35.637532,2006-10-19 06:34:58.0,http://www.flickr.com/photos/95795770@N00/273401558/,385636.99279093626,3943729.3641013238
93,26958633@N02,139.708333,35.662333000000004,2010-12-11 15:44:58.0,http://www.flickr.com/photos/26958633@N02/5253540947/,383389.11773560266,3946509.9476521113
94,27877710@N00,139.694595,35.579175,2008-10-12 19:20:36.0,http://www.flickr.com/photos/27877710@N00/2937223438/,382023.1725289334,3937302.703550297
95,67932864@N02,139.785849,35.774742,2013-03-20 11:20:45.0,http://www.flickr.com/photos/67932864@N02/8596907645/,390559.94743107504,3958888.6647197227
96,14493914@N00,139.729167,35.66,2012-03-24 21:27:00.0,http://www.flickr.com/photos/14493914@N00/7017898343/,385271.62381155096,3946226.5881607956
97,22639598@N00,139.66966000000002,35.663002,2008-05-16 18:08:24.0,http://www.flickr.com/photos/22639598@N00/2497176554/,379889.50551826844,3946630.854846895
98,88064515@N00,139.814758,35.712022,2011-12-04 12:30:34.0,http://www.flickr.com/photos/88064515@N00/6472112289/,393088.9607636165,3951899.8975743023
99,36989139@N03,139.76535,35.694854,2002-08-26 09:43:42.0,http://www.flickr.com/photos/36989139@N03/3925044199/,388595.5104359538,3950050.7553171325
100,13952279@N07,139.782142,35.67445,2008-02-08 16:19:54.0,http://www.flickr.com/photos/13952279@N07/2256831999/,390086.79911122855,3947768.622137916
101,33392268@N02,139.569305,35.607769,2013-05-28 16:21:31.0,http://www.flickr.com/photos/33392268@N02/8865410130/,370716.38573829504,3940632.053592469
102,52752867@N00,139.699219,35.661759,2011-05-15 18:18:07.0,http://www.flickr.com/photos/52752867@N00/5738527682/,382563.2921386813,3946457.162826121
103,31432921@N03,139.74639399999998,35.733031,2010-05-22 03:09:39.0,http://www.flickr.com/photos/31432921@N03/4668005353/,386934.4427583105,3954307.019416945
104,29200401@N03,139.818547,35.690188,2010-10-05 17:48:34.0,http://www.flickr.com/photos/29200401@N03/6484298483/,393402.5735748371,3949473.99840175
105,67932864@N02,139.733927,35.62977,2012-05-05 14:02:39.0,http://www.flickr.com/photos/67932864@N02/7164927874/,385659.3197118193,3942867.994805656
106,7274020@N06,139.797077,35.631244,2011-11-30 21:04:42.0,http://www.flickr.com/photos/7274020@N06/6431127795/,391379.8208033517,3942959.703798511
107,37790943@N05,139.735916,35.681332,2009-11-23 15:09:15.0,http://www.flickr.com/photos/37790943@N05/4135209421/,385912.98947516154,3948584.8072313066
108,71453924@N00,139.808477,35.709952,2010-04-25 13:04:58.0,http://www.flickr.com/photos/71453924@N00/4732639012/,392517.98891491117,3951677.1776646655
109,27889738@N07,139.66421599999998,35.56933,2012-02-19 17:47:23.0,http://www.flickr.com/photos/27889738@N07/8370758540/,379255.64949400676,3936247.6430984535
110,91273672@N02,139.88583300000002,35.6255,2013-09-18 19:08:50.0,http://www.flickr.com/photos/91273672@N02/9815416504/,399409.61764851096,3942227.928122093
111,11894884@N00,139.709014,35.66846,2007-08-26 15:55:13.0,http://www.flickr.com/photos/11894884@N00/3029486402/,383459.6894277005,3947188.732633611
112,26958633@N02,139.729613,35.66048,2013-03-24 14:40:44.0,http://www.flickr.com/photos/26958633@N02/8586130870/,385312.6842183067,3946279.306668339
113,48389335@N00,139.710366,35.648194000000004,2012-09-18 09:52:19.0,http://www.flickr.com/photos/48389335@N00/8025476891/,383552.5631133568,3944939.2628504857
114,95795770@N00,139.7409,35.66211,2007-09-16 07:52:15.0,http://www.flickr.com/photos/95795770@N00/1389657314/,386336.69910842617,3946446.9532616735
115,8819274@N04,139.75296,35.692855,2008-03-22 15:37:10.0,http://www.flickr.com/photos/8819274@N04/2659168558/,387471.6370683012,3949843.1971746413
116,94611163@N00,139.683276,35.60897,2007-03-22 15:41:15.0,http://www.flickr.com/photos/94611163@N00/430891248/,381041.7420109961,3940621.1373078455
117,65709788@N00,139.782166,35.719666,2012-05-15 09:20:31.0,http://www.flickr.com/photos/65709788@N00/8011604672/,390151.1769074965,3952783.8468697923
118,26414679@N05,139.827805,35.610977,2012-02-05 10:14:12.0,http://www.flickr.com/photos/26414679@N05/6823939203/,394135.5182417211,3940678.175606067
119,17691489@N06,139.700469,35.660138,2012-03-07 09:15:33.0,http://www.flickr.com/photos/17691489@N06/6867667800/,382674.06309131766,3946275.867532444
120,97304820@N00,139.691601,35.689561,2010-11-02 12:27:37.0,http://www.flickr.com/photos/97304820@N00/5174495241/,381914.7916182153,3949550.073588257
121,36484111@N00,139.784,35.550333,2011-03-17 17:57:48.0,http://www.flickr.com/photos/36484111@N00/5536265302/,390084.811950505,3933999.9647745104
122,71459982@N00,139.69081,35.68564,2009-07-03 14:22:43.0,http://www.flickr.com/photos/71459982@N00/3688081236/,381837.41812775325,3949116.115213726
123,23968317@N08,139.77402,35.71547,2009-03-19 09:46:32.0,http://www.flickr.com/photos/23968317@N08/3382061844/,389408.53606298135,3952327.6092016385
124,60453293@N00,139.720945,35.725889,2005-10-01 16:31:00.0,http://www.flickr.com/photos/60453293@N00/48257394/,384622.5595094484,3953544.5456543574
125,24256658@N06,139.77133999999998,35.717585,2010-09-26 00:00:18.0,http://www.flickr.com/photos/24256658@N06/7946904666/,389169.0472678891,3952565.23269341
126,56453321@N00,139.695404,35.658931,2013-07-15 21:52:45.0,http://www.flickr.com/photos/56453321@N00/9291134241/,382213.7982845455,3946148.0640648464
127,8819274@N04,139.690132,35.691391,2006-09-28 15:54:25.0,http://www.flickr.com/photos/8819274@N04/2647510639/,381784.5728903478,3949754.8270056187
128,95795770@N00,139.733428,35.637477000000004,2010-01-20 15:18:24.0,http://www.flickr.com/photos/95795770@N00/4290296204/,385625.14324890054,3943723.415269339
129,38195162@N08,139.740921,35.670478,2009-05-23 22:37:24.0,http://www.flickr.com/photos/38195162@N08/3583150489/,386350.4933438926,3947375.0877504935
130,30615035@N07,139.6382,35.739765000000006,2010-08-18 17:09:00.0,http://www.flickr.com/photos/30615035@N07/4904042424/,377159.91811906814,3955184.3950289823
131,49948988@N03,139.642383,35.613996,2012-05-14 20:33:46.0,http://www.flickr.com/photos/49948988@N03/7195397958/,377345.39134548744,3941228.9494861485
132,45431664@N08,139.760255,35.689361,2011-04-05 16:12:09.0,http://www.flickr.com/photos/45431664@N08/5591808804/,388126.8187445553,3949447.292187155
133,58881263@N02,139.657995,35.655782,2012-04-08 13:21:37.0,http://www.flickr.com/photos/58881263@N02/6912864766/,378822.67803560116,3945844.379538914
134,37996582209@N01,139.773559,35.690763000000004,1999-01-01 00:00:00.0,http://www.flickr.com/photos/37996582209@N01/85057247/,389332.59926450206,3949587.682801069
135,54820228@N03,139.772229,35.716448,2012-05-25 13:22:38.0,http://www.flickr.com/photos/54820228@N03/7278991370/,389247.88399776735,3952438.1123807398
136,69346531@N00,139.777057,35.661309,2008-11-30 20:33:58.0,http://www.flickr.com/photos/69346531@N00/3070844974/,389608.4464074916,3946316.7764707813
137,9835430@N06,139.720516,35.779542,2011-04-29 00:00:00.0,http://www.flickr.com/photos/9835430@N06/5672915662/,384661.4149125021,3959496.2129574204
138,58857880@N00,139.882049,35.633302,2008-08-15 20:31:33.0,http://www.flickr.com/photos/58857880@N00/2828585618/,399076.78340119624,3943097.176341192
139,20428181@N00,139.669558,35.675326,2010-02-23 16:33:34.0,http://www.flickr.com/photos/20428181@N00/4386900287/,379898.7832825756,3947997.9419406494
140,27284887@N03,139.772872,35.68395,2012-07-31 12:00:22.0,http://www.flickr.com/photos/27284887@N03/7717829694/,389260.99358738423,3948832.7778839013
141,49968453@N02,139.591,35.581333,2012-05-23 07:44:08.0,http://www.flickr.com/photos/49968453@N02/7274208944/,372639.5707788529,3937671.4525741655
142,30615035@N07,139.63918,35.735764,2009-12-04 11:57:02.0,http://www.flickr.com/photos/30615035@N07/4157151414/,377242.38383091404,3954739.372663479
143,19456478@N00,139.763622,35.681261,2011-10-01 15:45:12.0,http://www.flickr.com/photos/19456478@N00/6202778300/,388420.17844832316,3948545.018068304
144,92316257@N00,139.875398,35.756787,2007-02-11 10:13:40.0,http://www.flickr.com/photos/92316257@N00/388061049/,398631.406914155,3956800.5557523263
145,12873985@N00,139.724228,35.632639000000005,2012-02-03 15:10:22.0,http://www.flickr.com/photos/12873985@N00/6812262249/,384785.1582474068,3943197.566549967
146,35237099579@N01,139.698371,35.68686,2007-04-21 10:58:52.0,http://www.flickr.com/photos/35237099579@N01/482307752/,382523.4214119522,3949242.3414794537
147,50007612@N00,139.698028,35.690484999999995,2011-07-09 02:43:55.0,http://www.flickr.com/photos/50007612@N00/5915637101/,382497.7138561994,3949644.8329679873
148,54876474@N00,139.700438,35.65948,2014-04-11 09:13:21.0,http://www.flickr.com/photos/54876474@N00/13845517735/,382670.29180870246,3946202.9205342615
149,22773953@N03,139.7735,35.6585,2014-03-23 18:05:38.0,http://www.flickr.com/photos/22773953@N03/13416720413/,389282.58348741906,3946009.2230194877
150,30335316@N00,139.7509,35.685117,2005-12-10 16:29:44.0,http://www.flickr.com/photos/30335316@N00/313335445/,387274.3249414084,3948987.283489552
151,10012675@N05,139.725666,35.711935,2012-05-31 16:21:11.0,http://www.flickr.com/photos/10012675@N05/8256382824/,385029.45680060505,3951991.2288278975
152,36521984920@N01,139.72968999999998,35.661323,2008-09-22 20:33:30.0,http://www.flickr.com/photos/36521984920@N01/2880923059/,385320.8629384493,3946372.7201920715
153,22349336@N00,139.795961,35.711116,2012-08-25 16:32:31.0,http://www.flickr.com/photos/22349336@N00/7904495056/,391387.3340048492,3951820.102373721
154,26400747@N03,139.707666,35.664833,2012-09-29 15:21:39.0,http://www.flickr.com/photos/26400747@N03/8108509730/,383332.3890108946,3946788.036607213
155,100623025@N08,139.570327,35.696197,2014-01-23 16:36:35.0,http://www.flickr.com/photos/100623025@N08/12190011116/,370951.6304722918,3950439.1326888823
156,41031482@N04,139.804468,35.708663,2013-06-22 14:08:50.0,http://www.flickr.com/photos/41031482@N04/9104013103/,392153.5803609887,3951538.614779766
157,66620281@N02,139.881027,35.631871999999994,2013-10-24 18:17:48.0,http://www.flickr.com/photos/66620281@N02/10611219263/,398982.437572908,3942939.62006981
158,45851439@N00,139.66765,35.660377000000004,2007-10-28 15:41:08.0,http://www.flickr.com/photos/45851439@N00/1791177654/,379703.61696748686,3946342.1585618774
159,41072040@N00,139.700656,35.657167,2010-12-16 01:13:26.0,http://www.flickr.com/photos/41072040@N00/5291046316/,382686.6335188593,3945946.1061148327
160,78054721@N05,139.763646,35.659636,2013-08-31 08:58:35.0,http://www.flickr.com/photos/78054721@N05/10894068686/,388392.1668837964,3946146.401780677
161,77328255@N03,139.75245800000002,35.706119,2014-01-11 14:00:22.0,http://www.flickr.com/photos/77328255@N03/11903148366/,387444.9088696786,3951314.99146519
162,63303066@N00,139.724032,35.636986,2011-04-19 16:11:51.0,http://www.flickr.com/photos/63303066@N00/5633545539/,384773.66659419984,3943679.954415744
163,87603797@N00,139.6995,35.658165999999994,2011-12-07 22:25:45.0,http://www.flickr.com/photos/87603797@N00/6562413907/,382583.4539856337,3946058.2973959623
164,79958256@N00,139.760169,35.673613,2007-08-26 17:44:44.0,http://www.flickr.com/photos/79958256@N00/1413978413/,388096.9885131071,3947700.6592704975
165,16877319@N07,139.795703,35.681073,2009-02-15 16:28:21.0,http://www.flickr.com/photos/16877319@N07/3283770761/,391323.1238648933,3948488.0961533757
166,12565361@N00,139.767122,35.673752,2006-03-29 18:47:10.0,http://www.flickr.com/photos/12565361@N00/132695204/,388726.46172984916,3947708.1574218585
167,31484513@N00,139.752996,35.657598,2010-11-07 14:42:58.0,http://www.flickr.com/photos/31484513@N00/5153553538/,387425.2539819946,3945932.532684336
168,64165297@N00,139.781627,35.693883,2009-11-10 11:03:14.0,http://www.flickr.com/photos/64165297@N00/4093181764/,390066.92800641316,3949924.6581051336
169,69862132@N00,139.77066000000002,35.553298,2011-11-13 14:08:43.0,http://www.flickr.com/photos/69862132@N00/6387146075/,388879.728409445,3934343.832136215
170,48009694@N00,139.700088,35.673439,2012-01-08 11:20:01.0,http://www.flickr.com/photos/48009694@N00/6781354401/,382659.09291811934,3947751.6469471906
171,14429921@N06,139.770898,35.671521000000006,2007-12-06 11:08:14.0,http://www.flickr.com/photos/14429921@N06/2337992396/,389065.11111455737,3947456.418666957
172,14351900@N00,139.570376,35.69661,2008-05-07 12:45:45.0,http://www.flickr.com/photos/14351900@N00/2496012940/,370956.73110815836,3950484.878367731
173,32085032@N00,139.72954199999998,35.66104,2005-10-15 21:35:10.0,http://www.flickr.com/photos/32085032@N00/54123886/,385307.060309268,3946341.5036666384
174,24256658@N06,139.592602,35.712959999999995,2013-07-16 11:30:22.0,http://www.flickr.com/photos/24256658@N06/9627904966/,372993.7620977448,3952269.373222734
175,16613320@N00,139.69737,35.673675,2013-03-23 13:28:09.0,http://www.flickr.com/photos/16613320@N00/8581798731/,382413.4454941099,3947781.0820710575
176,8553222@N02,139.774085,35.628640999999995,2013-04-14 17:34:52.0,http://www.flickr.com/photos/8553222@N02/8648102758/,389294.2417263066,3942696.6978249806
177,71295300@N00,139.723467,35.712471,2007-06-30 16:23:30.0,http://www.flickr.com/photos/71295300@N00/671086640/,384831.3043104266,3952053.26625447
